Date,Open,High,Low,Close,Adj Close,Volume
4/30/2015,32.16,32.16,31.145,31.2875,28.117266,332781600
5/1/2015,31.525,32.532501,31.325001,32.237499,28.97101,234050400
5/4/2015,32.375,32.642502,32.064999,32.174999,28.914839,203953200
5/5/2015,32.037498,32.112499,31.445,31.450001,28.263302,197085600
5/6/2015,31.639999,31.6875,30.84,31.252501,28.085815,288564000
5/7/2015,31.192499,31.52,31.004999,31.315001,28.259529,175763600
5/8/2015,31.67,31.905001,31.5275,31.905001,28.791958,222201600
5/11/2015,31.8475,31.889999,31.407499,31.58,28.498678,168143200
5/12/2015,31.4,31.719999,31.205,31.467501,28.39715,192640000
5/13/2015,31.5375,31.797501,31.467501,31.502501,28.428738,138776800
5/14/2015,31.852501,32.237499,31.790001,32.237499,29.09202,180814000
5/15/2015,32.267502,32.372501,32.052502,32.192501,29.051407,152832000
5/18/2015,32.095001,32.68,32.09,32.547501,29.371777,203531600
5/19/2015,32.672501,32.720001,32.41,32.517502,29.344706,178532800
5/20/2015,32.5,32.744999,32.334999,32.514999,29.342442,145819600
5/21/2015,32.517502,32.907501,32.4575,32.8475,29.642498,158921600
5/22/2015,32.900002,33.2425,32.849998,33.134998,29.901941,182384000
5/26/2015,33.150002,33.227501,32.279999,32.404999,29.243174,282790400
5/27/2015,32.584999,33.064999,32.512501,33.009998,29.789143,183332800
5/28/2015,32.965,32.987499,32.775002,32.945,29.73049,122933200
5/29/2015,32.807499,32.862499,32.474998,32.57,29.392076,203538000
6/1/2015,32.57,32.8475,32.512501,32.634998,29.450737,128451200
6/2/2015,32.465,32.665001,32.330002,32.490002,29.31988,134670400
6/3/2015,32.665001,32.735001,32.474998,32.529999,29.35598,123934000
6/4/2015,32.395,32.645,32.227501,32.34,29.184521,153800400
6/5/2015,32.375,32.422501,32.09,32.162498,29.024328,142507200
6/8/2015,32.224998,32.302502,31.7075,31.950001,28.832573,210699200
6/9/2015,31.674999,32.02,31.405001,31.855,28.746838,224301600
6/10/2015,31.98,32.334999,31.9625,32.220001,29.076225,156349200
6/11/2015,32.294998,32.544998,32.119999,32.147499,29.010801,141563600
6/12/2015,32.047501,32.0825,31.7775,31.7925,28.690441,147544800
6/15/2015,31.525,31.809999,31.4275,31.73,28.634035,175955600
6/16/2015,31.7575,31.9625,31.592501,31.9,28.787449,125976400
6/17/2015,31.93,31.969999,31.684999,31.825001,28.719767,131672400
6/18/2015,31.807501,32.077499,31.805,31.969999,28.850618,141628800
6/19/2015,31.9275,31.955,31.6,31.65,28.561844,218867600
6/22/2015,31.872499,32.014999,31.77,31.9025,28.789707,136157200
6/23/2015,31.870001,31.9025,31.719999,31.7575,28.658852,121075600
6/24/2015,31.8025,32.450001,31.780001,32.0275,28.90251,221123600
6/25/2015,32.215,32.299999,31.875,31.875,28.764887,127752400
6/26/2015,31.9175,31.997499,31.627501,31.6875,28.595682,176267200
6/29/2015,31.365,31.6175,31.120001,31.1325,28.094837,196645600
6/30/2015,31.3925,31.530001,31.215,31.3575,28.29788,177482800
7/1/2015,31.725,31.735001,31.497499,31.65,28.561844,120955200
7/2/2015,31.6075,31.672501,31.442499,31.610001,28.525742,108844000
7/6/2015,31.235001,31.557501,31.2125,31.5,28.426476,112241600
7/7/2015,31.4725,31.5375,30.942499,31.422501,28.356546,187787200
7/8/2015,31.120001,31.16,30.635,30.6425,27.652645,243046400
7/9/2015,30.9625,31.014999,29.805,30.0175,27.088627,314380000
7/10/2015,30.485001,30.9625,30.3025,30.82,27.812822,245418000
7/13/2015,31.2575,31.440001,31.08,31.415001,28.349775,165762000
7/14/2015,31.51,31.592501,31.26,31.4025,28.33849,127072400
7/15/2015,31.43,31.7875,31.395,31.705,28.611477,134596800
7/16/2015,31.934999,32.142502,31.8375,32.127499,28.992748,144889600
7/17/2015,32.27,32.404999,32.077499,32.404999,29.243174,184658800
7/20/2015,32.7425,33.2425,32.674999,33.017502,29.79591,235600800
7/21/2015,33.212502,33.23,32.580002,32.6875,29.498114,307025600
7/22/2015,30.497499,31.375,30.497499,31.305,28.250511,461802400
7/23/2015,31.549999,31.772499,31.264999,31.290001,28.236977,203998000
7/24/2015,31.33,31.434999,30.975,31.125,28.088066,168649200
7/27/2015,30.772499,30.9025,30.530001,30.692499,27.697769,177822000
7/28/2015,30.844999,30.977501,30.637501,30.844999,27.835386,134472400
7/29/2015,30.7875,30.875,30.567499,30.747499,27.7474,148046800
7/30/2015,30.58,30.6425,30.4275,30.592501,27.607531,134513200
7/31/2015,30.65,30.66,30.227501,30.325001,27.366127,171540000
8/3/2015,30.375,30.6425,29.379999,29.610001,26.720896,279904000
8/4/2015,29.355,29.424999,28.3125,28.66,25.863585,496554400
8/5/2015,28.237499,29.360001,28.025,28.85,26.035042,397250400
8/6/2015,28.9925,29.125,28.530001,28.782499,26.091702,211612000
8/7/2015,28.645,29.0625,28.625,28.879999,26.180084,154681600
8/10/2015,29.1325,29.997499,29.1325,29.93,27.131924,219806400
8/11/2015,29.452499,29.545,28.3325,28.372499,25.72003,388331200
8/12/2015,28.1325,28.855,27.407499,28.809999,26.116627,404870000
8/13/2015,29.01,29.1,28.635,28.7875,26.09623,194143200
8/14/2015,28.58,29.077499,28.502501,28.99,26.279799,171718000
8/17/2015,29.01,29.4125,28.875,29.290001,26.551762,163538800
8/18/2015,29.1075,29.360001,29.002501,29.125,26.40218,138242800
8/19/2015,29.025,29.129999,28.67,28.752501,26.064503,193146000
8/20/2015,28.52,28.5875,27.907499,28.1625,25.529659,274006400
8/21/2015,27.6075,27.975,26.4125,26.440001,23.968195,513102000
8/24/2015,23.717501,27.200001,23,25.780001,23.369898,648825200
8/25/2015,27.7775,27.7775,25.875,25.934999,23.510406,414406400
8/26/2015,26.772499,27.4725,26.262501,27.422501,24.858845,387098400
8/27/2015,28.057501,28.309999,27.504999,28.23,25.590857,338464400
8/28/2015,28.0425,28.327499,27.885,28.3225,25.674706,212657600
8/31/2015,28.0075,28.6325,28,28.190001,25.554592,224917200
9/1/2015,27.5375,27.969999,26.84,26.93,24.41238,307383600
9/2/2015,27.557501,28.084999,27.282499,28.084999,25.459406,247555200
9/3/2015,28.122499,28.195,27.51,27.592501,25.012951,212935600
9/4/2015,27.2425,27.612499,27.127501,27.317499,24.76366,199985200
9/8/2015,27.9375,28.139999,27.58,28.077499,25.452614,219374400
9/9/2015,28.440001,28.504999,27.442499,27.5375,24.963091,340043200
9/10/2015,27.567499,28.32,27.475,28.1425,25.511534,251571200
9/11/2015,27.9475,28.5525,27.940001,28.5525,25.883205,199662000
9/14/2015,29.145,29.2225,28.715,28.827499,26.132498,233453600
9/15/2015,28.9825,29.1325,28.605,29.07,26.35232,173364800
9/16/2015,29.0625,29.135,28.860001,29.102501,26.38179,148694000
9/17/2015,28.915001,29.122499,28.43,28.48,25.817484,256450400
9/18/2015,28.0525,28.575001,27.967501,28.362499,25.710964,297141200
9/21/2015,28.4175,28.842501,28.415001,28.8025,26.109833,200888000
9/22/2015,28.344999,28.545,28.129999,28.35,25.699633,201384800
9/23/2015,28.407499,28.68,28.325001,28.58,25.908136,143026800
9/24/2015,28.3125,28.875,28.092501,28.75,26.062239,200878000
9/25/2015,29.110001,29.172501,28.504999,28.6775,25.996519,224607600
9/28/2015,28.4625,28.6425,28.110001,28.110001,25.482071,208436000
9/29/2015,28.2075,28.377501,26.965,27.264999,24.716063,293461600
9/30/2015,27.5425,27.885,27.182501,27.575001,24.997093,265892000
10/1/2015,27.2675,27.405001,26.827499,27.395,24.833914,255716400
10/2/2015,27.002501,27.752501,26.887501,27.594999,25.015211,232079200
10/5/2015,27.469999,27.842501,27.2675,27.695,25.105869,208258800
10/6/2015,27.657499,27.934999,27.442499,27.827499,25.225979,192787200
10/7/2015,27.934999,27.942499,27.352501,27.695,25.105869,187062400
10/8/2015,27.547501,27.547501,27.0525,27.375,24.815783,247918400
10/9/2015,27.5,28.07,27.372499,28.030001,25.409548,211064400
10/12/2015,28.182501,28.1875,27.860001,27.9,25.291706,121868800
10/13/2015,27.705,28.112499,27.67,27.9475,25.334766,132197200
10/14/2015,27.8225,27.879999,27.389999,27.5525,24.976688,177849600
10/15/2015,27.7325,28.025,27.622499,27.965,25.35062,150694000
10/16/2015,27.945,28,27.6325,27.76,25.164787,156930400
10/19/2015,27.700001,27.9375,27.5275,27.932501,25.321165,119036800
10/20/2015,27.834999,28.5425,27.705,28.442499,25.783487,195871200
10/21/2015,28.5,28.895,28.424999,28.440001,25.781223,167180800
10/22/2015,28.5825,28.875,28.525,28.875,26.175552,166616400
10/23/2015,29.174999,29.807501,29.0825,29.77,26.986883,237467600
10/26/2015,29.52,29.532499,28.73,28.82,26.125694,265335200
10/27/2015,28.85,29.135,28.497499,28.637501,25.960258,279537600
10/28/2015,29.2325,29.825001,29.014999,29.817499,27.02994,342205600
10/29/2015,29.674999,30.172501,29.567499,30.1325,27.315491,204909200
10/30/2015,30.247499,30.305,29.862499,29.875,27.082066,197461200
11/2/2015,30.200001,30.34,29.9025,30.295,27.462807,128813200
11/3/2015,30.1975,30.872499,30.174999,30.6425,27.777815,182076000
11/4/2015,30.782499,30.955,30.405001,30.5,27.648636,179544400
11/5/2015,30.4625,30.672501,30.045,30.23,27.521181,158210800
11/6/2015,30.2775,30.452499,30.155001,30.264999,27.553038,132169200
11/9/2015,30.24,30.452499,30.012501,30.1425,27.441519,135485600
11/10/2015,29.225,29.5175,29.014999,29.192499,26.576645,236511600
11/11/2015,29.092501,29.355,28.8025,29.0275,26.426432,180872000
11/12/2015,29.065001,29.205,28.9125,28.93,26.337669,130102400
11/13/2015,28.799999,28.8925,28.067499,28.084999,25.568388,183249600
11/16/2015,27.844999,28.559999,27.75,28.545,25.987171,152426800
11/17/2015,28.73,28.762501,28.33,28.422501,25.875645,110467600
11/18/2015,28.940001,29.372499,28.875,29.3225,26.695,186698800
11/19/2015,29.41,29.9375,29.190001,29.695,27.034124,173183200
11/20/2015,29.799999,29.98,29.7125,29.825001,27.152468,137148400
11/23/2015,29.817499,29.932501,29.334999,29.4375,26.799688,129930000
11/24/2015,29.3325,29.8375,29.280001,29.719999,27.056889,171212800
11/25/2015,29.8025,29.807501,29.48,29.5075,26.863422,85553200
11/27/2015,29.5725,29.602501,29.4,29.452499,26.813351,52185600
11/30/2015,29.497499,29.852501,29.4375,29.575001,26.924877,156721200
12/1/2015,29.6875,29.702499,29.215,29.334999,26.706379,139409600
12/2/2015,29.334999,29.5275,29.02,29.07,26.465122,133546400
12/3/2015,29.137501,29.1975,28.555,28.799999,26.21932,166278000
12/4/2015,28.8225,29.8125,28.7775,29.7575,27.091017,231108000
12/7/2015,29.745001,29.965,29.452499,29.57,26.920319,128336800
12/8/2015,29.379999,29.65,29.215,29.557501,26.908943,137238000
12/9/2015,29.41,29.422501,28.77,28.905001,26.314909,185445600
12/10/2015,29.01,29.235001,28.877501,29.0425,26.440084,116850800
12/11/2015,28.797501,28.8475,28.2125,28.295,25.759573,187544800
12/14/2015,28.045,28.17,27.4475,28.120001,25.600256,257274800
12/15/2015,27.985001,28.200001,27.5875,27.622499,25.147335,213292400
12/16/2015,27.7675,27.997499,27.200001,27.834999,25.340782,224954000
12/17/2015,28.004999,28.0625,27.245001,27.245001,24.803663,179091200
12/18/2015,27.227501,27.379999,26.452499,26.5075,24.132244,385813200
12/21/2015,26.82,26.842501,26.3925,26.8325,24.428122,190362400
12/22/2015,26.85,26.93,26.612499,26.807501,24.405365,131157600
12/23/2015,26.817499,27.2125,26.799999,27.1525,24.719452,130629600
12/24/2015,27.25,27.25,26.987499,27.0075,24.587442,54281600
12/28/2015,26.897499,26.922501,26.545,26.705,24.312044,106816800
12/29/2015,26.74,27.3575,26.715,27.184999,24.749037,123724800
12/30/2015,27.145,27.174999,26.795,26.83,24.425844,100855200
12/31/2015,26.752501,26.7575,26.205,26.315001,23.956993,163649200
1/4/2016,25.6525,26.342501,25.5,26.3375,23.977478,270597600
1/5/2016,26.4375,26.4625,25.602501,25.6775,23.376617,223164000
1/6/2016,25.139999,25.592501,24.967501,25.174999,22.919138,273829600
1/7/2016,24.67,25.032499,24.1075,24.112499,21.951851,324377600
1/8/2016,24.637501,24.7775,24.190001,24.24,22.067928,283192000
1/11/2016,24.7425,24.764999,24.334999,24.6325,22.425257,198957600
1/12/2016,25.137501,25.172501,24.709999,24.99,22.750721,196616800
1/13/2016,25.08,25.297501,24.325001,24.3475,22.165796,249758400
1/14/2016,24.49,25.120001,23.934999,24.879999,22.650579,252680400
1/15/2016,24.049999,24.4275,23.84,24.282499,22.106615,319335600
1/19/2016,24.602501,24.6625,23.875,24.165001,21.999653,212350800
1/20/2016,23.775,24.547501,23.355,24.1975,22.029236,289337600
1/21/2016,24.264999,24.469999,23.735001,24.075001,21.917713,208646000
1/22/2016,24.657499,25.365,24.592501,25.355,23.08301,263202000
1/25/2016,25.379999,25.3825,24.8025,24.860001,22.632374,207178000
1/26/2016,24.9825,25.219999,24.5175,24.997499,22.757545,300308000
1/27/2016,24.01,24.157499,23.334999,23.355,21.262228,533478800
1/28/2016,23.4475,23.629999,23.0975,23.522499,21.414717,222715200
1/29/2016,23.6975,24.334999,23.5875,24.334999,22.154411,257666000
2/1/2016,24.1175,24.1775,23.85,24.1075,21.947298,163774000
2/2/2016,23.855,24.01,23.57,23.620001,21.503485,149428800
2/3/2016,23.75,24.209999,23.52,24.0875,21.929094,183857200
2/4/2016,23.965,24.3325,23.797501,24.15,22.105288,185886800
2/5/2016,24.129999,24.23,23.422501,23.504999,21.5149,185672400
2/8/2016,23.282499,23.924999,23.26,23.752501,21.741447,216085600
2/9/2016,23.5725,23.985001,23.4825,23.747499,21.736864,177324800
2/10/2016,23.98,24.0875,23.525,23.567499,21.572107,169374400
2/11/2016,23.4475,23.68,23.147499,23.424999,21.441673,200298800
2/12/2016,23.547501,23.625,23.252501,23.497499,21.508041,161405600
2/16/2016,23.754999,24.2125,23.6525,24.16,22.114449,196231600
2/17/2016,24.1675,24.5525,24.0375,24.530001,22.453119,179452800
2/18/2016,24.709999,24.7225,24.022499,24.065001,22.027489,156084000
2/19/2016,24,24.190001,23.950001,24.01,21.977146,141496800
2/22/2016,24.077499,24.225,23.98,24.219999,22.169367,137123200
2/23/2016,24.1,24.125,23.637501,23.672501,21.668224,127770400
2/24/2016,23.495001,24.094999,23.33,24.025,21.990871,145022800
2/25/2016,24.012501,24.190001,23.8125,24.190001,22.141909,110330800
2/26/2016,24.299999,24.504999,24.145,24.227501,22.176233,115964400
2/29/2016,24.215,24.557501,24.1625,24.172501,22.125889,140865200
3/1/2016,24.4125,25.192499,24.355,25.1325,23.004604,201628400
3/2/2016,25.127501,25.2225,24.91,25.1875,23.054956,132678400
3/3/2016,25.145,25.4275,25.112499,25.375,23.226574,147822800
3/4/2016,25.592501,25.9375,25.342501,25.752501,23.572111,184220400
3/7/2016,25.5975,25.7075,25.24,25.467501,23.311245,143315600
3/8/2016,25.195,25.440001,25.1,25.2575,23.119024,126247600
3/9/2016,25.327499,25.395,25.067499,25.280001,23.13962,108806800
3/10/2016,25.352501,25.559999,25.0375,25.2925,23.151062,134054400
3/11/2016,25.559999,25.57,25.375,25.565001,23.400492,109632800
3/14/2016,25.477501,25.727501,25.445,25.629999,23.459988,100304400
3/15/2016,25.99,26.295,25.9625,26.145,23.931381,160270800
3/16/2016,26.1525,26.577499,26.147499,26.4925,24.249462,153214000
3/17/2016,26.379999,26.6175,26.24,26.450001,24.210564,137682800
3/18/2016,26.584999,26.625,26.297501,26.48,24.238022,176820800
3/21/2016,26.4825,26.9125,26.285,26.477501,24.235733,142010800
3/22/2016,26.3125,26.8225,26.3025,26.68,24.421089,129777600
3/23/2016,26.620001,26.7675,26.475,26.532499,24.286072,102814000
3/24/2016,26.3675,26.5625,26.2225,26.4175,24.180809,104532000
3/28/2016,26.5,26.547501,26.264999,26.297501,24.070971,77645600
3/29/2016,26.2225,26.9475,26.219999,26.92,24.640766,124760400
3/30/2016,27.1625,27.605,27.15,27.389999,25.070974,182404400
3/31/2016,27.43,27.475,27.219999,27.247499,24.940536,103553600
4/1/2016,27.195,27.5,27.049999,27.497499,25.169371,103496000
4/4/2016,27.605,28.047501,27.567499,27.780001,25.427954,149424800
4/5/2016,27.377501,27.682501,27.355,27.452499,25.128178,106314800
4/6/2016,27.557501,27.745001,27.299999,27.74,25.391335,105616400
4/7/2016,27.487499,27.605,27.030001,27.135,24.837561,127207600
4/8/2016,27.227501,27.442499,27.0425,27.165001,24.865017,94326800
4/11/2016,27.2425,27.6525,27.2075,27.254999,24.947403,117630000
4/12/2016,27.334999,27.625,27.165001,27.610001,25.272346,108929200
4/13/2016,27.700001,28.084999,27.700001,28.01,25.638479,133029200
4/14/2016,27.905001,28.0975,27.8325,28.025,25.652208,101895600
4/15/2016,28.0275,28.075001,27.432501,27.4625,25.137335,187756000
4/18/2016,27.2225,27.237499,26.735001,26.870001,24.594999,243286000
4/19/2016,26.969999,27,26.557501,26.727501,24.464563,129539600
4/20/2016,26.66,27.022499,26.514999,26.782499,24.514906,122444000
4/21/2016,26.7325,26.7325,26.379999,26.4925,24.249462,126210000
4/22/2016,26.252501,26.620001,26.155001,26.42,24.183098,134732400
4/25/2016,26.25,26.4125,26.127501,26.27,24.045797,112126400
4/26/2016,25.977501,26.325001,25.977501,26.0875,23.878754,224064800
4/27/2016,24,24.6775,23.92,24.455,22.38447,458408400
4/28/2016,24.4025,24.469999,23.5625,23.7075,21.700254,328970800
4/29/2016,23.497499,23.68,23.127501,23.434999,21.45083,274126000
5/2/2016,23.4925,23.52,23.1,23.41,21.427948,192640400
5/3/2016,23.549999,23.934999,23.42,23.795,21.780352,227325200
5/4/2016,23.799999,23.975,23.455,23.547501,21.553801,164102000
5/5/2016,23.5,23.5175,23.17,23.309999,21.466322,143562000
5/6/2016,23.342501,23.362499,22.9625,23.18,21.346603,174799600
5/9/2016,23.25,23.442499,23.147499,23.1975,21.362719,131745600
5/10/2016,23.3325,23.3925,23.0275,23.355,21.507755,134747200
5/11/2016,23.370001,23.3925,23.115,23.127501,21.298256,114876400
5/12/2016,23.18,23.195,22.3675,22.584999,20.79866,305258800
5/13/2016,22.5,22.9175,22.5,22.629999,20.840096,177571200
5/16/2016,23.0975,23.5975,22.9125,23.469999,21.613663,245039200
5/17/2016,23.637501,23.674999,23.252501,23.372499,21.523874,187667600
5/18/2016,23.540001,23.8025,23.4725,23.639999,21.770214,168249600
5/19/2016,23.66,23.66,23.3925,23.549999,21.687336,121768400
5/20/2016,23.66,23.8575,23.629999,23.805,21.922165,128104000
5/23/2016,23.967501,24.297501,23.9175,24.1075,22.200743,152074400
5/24/2016,24.305,24.522499,24.209999,24.475,22.539181,140560800
5/25/2016,24.6675,24.934999,24.5275,24.905001,22.935163,152675200
5/26/2016,24.92,25.182501,24.66,25.102501,23.117044,225324800
5/27/2016,24.860001,25.1175,24.8125,25.0875,23.103231,145364800
5/31/2016,24.9,25.1,24.705,24.965,22.990421,169228800
6/1/2016,24.754999,24.885,24.5825,24.615,22.668097,116693200
6/2/2016,24.4,24.459999,24.157499,24.43,22.497736,160766400
6/3/2016,24.4475,24.567499,24.362499,24.48,22.543776,114019600
6/6/2016,24.497499,25.4725,24.387501,24.657499,22.707233,93170000
6/7/2016,24.8125,24.967501,24.74,24.7575,22.799328,89638000
6/8/2016,24.754999,24.889999,24.67,24.735001,22.778608,83392400
6/9/2016,24.625,24.997499,24.615,24.9125,22.942074,106405600
6/10/2016,24.6325,24.8375,24.620001,24.7075,22.753283,126851600
6/13/2016,24.672501,24.780001,24.275,24.334999,22.410246,152082000
6/14/2016,24.33,24.620001,24.1875,24.365,22.437874,127727600
6/15/2016,24.455,24.602501,24.2575,24.285,22.364206,117780800
6/16/2016,24.112499,24.4375,24.0175,24.387501,22.458595,125307200
6/17/2016,24.155001,24.1625,23.825001,23.8325,21.947496,244032800
6/20/2016,24,24.1425,23.7575,23.775,21.894543,137647600
6/21/2016,23.735001,24.0875,23.67,23.977501,22.081024,142185600
6/22/2016,24.0625,24.2225,23.8375,23.887501,21.998146,116876400
6/23/2016,23.985001,24.0725,23.8125,24.025,22.124762,128960800
6/24/2016,23.227501,23.665001,23.1625,23.35,21.503157,301245600
6/27/2016,23.25,23.262501,22.875,23.01,21.190048,181958400
6/28/2016,23.225,23.415001,23.035,23.397499,21.546898,161779600
6/29/2016,23.4925,23.637501,23.407499,23.6,21.733377,146124000
6/30/2016,23.610001,23.942499,23.575001,23.9,22.009653,143345600
7/1/2016,23.872499,24.1175,23.8325,23.9725,22.076416,104106000
7/5/2016,23.8475,23.85,23.615,23.747499,21.869207,110820800
7/6/2016,23.65,23.915001,23.592501,23.8825,21.993536,123796400
7/7/2016,23.924999,24.125,23.905001,23.985001,22.087931,100558400
7/8/2016,24.122499,24.2225,24.012501,24.17,22.258297,115648400
7/11/2016,24.1875,24.4125,24.182501,24.245001,22.327368,95179600
7/12/2016,24.2925,24.424999,24.280001,24.355,22.428663,96670000
7/13/2016,24.352501,24.4175,24.209999,24.217501,22.30204,103568800
7/14/2016,24.3475,24.747499,24.33,24.6975,22.744078,155676000
7/15/2016,24.73,24.825001,24.625,24.695,22.741776,120548000
7/18/2016,24.674999,25.032499,24.65,24.9575,22.983517,145975600
7/19/2016,24.889999,25,24.834999,24.967501,22.992723,95119600
7/20/2016,25,25.115,24.934999,24.99,23.013439,105104000
7/21/2016,24.9575,25.25,24.782499,24.8575,22.891422,130808000
7/22/2016,24.815001,24.825001,24.577499,24.665001,22.714146,113254800
7/25/2016,24.5625,24.709999,24.23,24.334999,22.410246,161531600
7/26/2016,24.205,24.4925,24.105,24.1675,22.255997,224959200
7/27/2016,26.067499,26.0875,25.6875,25.737499,23.701818,369379200
7/28/2016,25.7075,26.112499,25.705,26.084999,24.021833,159479200
7/29/2016,26.047501,26.137501,25.92,26.0525,23.991901,110934800
8/1/2016,26.102501,26.5375,26.102501,26.512501,24.41552,152671600
8/2/2016,26.512501,26.5175,26,26.120001,24.054068,135266400
8/3/2016,26.202499,26.459999,26.192499,26.4475,24.355667,120810400
